Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,weekday,No_of_Week
14.0,446,0,5,0,30,0.0,297.0,17.0,5354.0,7670.0,6803.019825,5,2015,4,19
29.0,268,1,6,2,1,0.0,167.0,2.0,3189.0,7599.0,5561.523792,3,2016,1,13
8.0,3,0,5,0,67,0.0,207.0,13.0,3256.0,6591.0,5085.531,3,2016,2,13
11.0,36,1,10,2,80,0.0,367.0,15.0,3029.0,4260.0,3926.588175,8,2015,4,34
20.0,177,1,1,0,98,0.0,165.0,11.0,5778.0,11653.0,8762.072704,11,2015,5,47
23.0,283,1,1,0,36,0.0,163.0,11.0,1458.0,5031.0,3402.542325,8,2015,5,34
1.0,198,1,9,2,63,0.0,566.0,15.0,2240.0,3205.0,3259.6542,9,2015,2,39
14.0,93,0,4,1,80,0.0,,16.0,2171.0,14385.7431640625,5587.5855,8,2015,2,34
39.0,24,1,9,0,53,0.0,574.0,11.0,3323.0,4525.0,4473.505152000001,9,2015,3,39
1.0,58,1,10,0,20,0.0,365.0,14.0,5582.0,8654.0,7324.378175,3,2016,1,13
45.0,14,0,7,0,59,0.0,262.0,10.0,6596.0,8356.0,7695.908928,11,2015,4,47
11.0,198,1,6,2,86,0.0,147.0,,4797.0,6292.0,5611.178496,8,2015,6,33
32.0,452,1,5,0,55,1.0,274.0,12.0,4237.0,5492.0,766.7124336,2,2016,5,7
21.0,444,0,6,1,84,0.0,195.0,8.0,6517.0,9412.0,8048.281472,8,2015,6,33
3.0,452,1,10,0,1,0.0,396.0,12.0,3945.0,5185.0,4965.983352,1,2016,6,3
4.0,15,1,10,2,89,0.0,351.0,16.0,1013.0,1376.0,1525.1272960000001,5,2015,1,19
42.0,14,1,3,0,43,1.0,245.0,14.0,5938.0,8587.0,1120.4335368,11,2015,3,47
30.0,467,0,6,0,83,0.0,167.0,10.0,3112.0,4515.0,3926.935936,1,2015,2,4
47.0,60,1,8,3,45,0.0,231.0,6.0,368.0,958.0,888.67584,11,2015,2,47
4.0,55,1,7,0,29,0.0,295.0,5.0,3846.0,5299.0,4857.615525,11,2015,1,47
27.0,294,0,8,2,11,0.0,264.0,7.0,2061.0,9062.0,5828.8070609999995,3,2016,1,13
30.0,23,0,1,2,38,1.0,174.0,10.0,2042.0,6501.0,665.79683625,12,2015,0,50
12.0,83,0,10,1,31,0.0,376.0,16.0,4041.0,11339.0,8058.10425,3,2016,1,13
8.0,453,1,10,0,7,0.0,376.0,17.0,3455.0,4456.0,4337.786178,9,2015,3,39
5.0,165,1,5,0,41,0.0,208.0,14.0,3665.0,5508.0,4770.194112,5,2015,5,19
13.0,452,1,10,0,76,0.0,378.0,13.0,7189.0,8696.0,8247.5217,3,2016,4,11
40.0,23,0,8,1,73,0.0,225.0,6.0,1644.0,3242.0,2642.7753,8,2015,6,34
25.0,58,1,7,0,89,0.0,272.0,5.0,6910.0,9120.0,8171.619456,11,2015,5,47
33.0,58,0,5,0,83,1.0,269.0,15.0,4062.0,6090.0,791.3298624,1,2016,2,1
24.0,192,0,6,0,28,0.0,108.0,7.0,1961.0,5443.0,3803.058525,3,2016,1,13
7.0,3,0,9,0,96,0.0,496.0,6.0,2416.0,3874.0,3590.432384,3,2016,1,13
23.0,268,1,1,2,10,0.0,108.0,6.0,1967.0,2872.0,2528.697105,2,2016,0,6
30.0,23,0,1,2,7,0.0,153.0,5.0,669.0,2463.0,1719.608022,8,2015,2,34
31.0,23,1,8,1,94,0.0,287.0,3.0,4510.0,7658.0,6281.061248,8,2015,2,34
42.0,58,1,5,0,82,0.0,292.0,14.0,6704.0,9391.0,8230.518912000001,11,2015,5,47
34.0,210,1,3,2,38,0.0,302.0,5.0,1291.0,2507.0,2196.445125,3,2016,0,13
41.0,198,0,3,0,8,0.0,243.0,9.0,2958.0,4144.0,3796.82028,9,2015,5,39
7.0,3,1,4,0,73,0.0,266.0,17.0,2385.0,6591.0,4714.0137,3,2016,0,13
46.0,437,0,9,0,65,0.0,529.0,13.0,4653.0,6369.0,5986.6884,5,2015,3,19
48.0,451,0,4,0,4,0.0,250.0,16.0,5294.0,7618.0,6715.658367,11,2015,2,47
35.0,162,0,3,1,97,0.0,228.0,8.0,5787.0,8048.0,7048.055168000001,8,2015,0,34
40.0,268,1,8,2,39,0.0,227.0,4.0,2939.0,5477.0,4425.5883,5,2015,4,20
27.0,407,0,5,0,91,0.0,240.0,10.0,1073.0,5015.0,3239.706624,1,2016,6,2
13.0,423,0,3,0,52,,319.0,9.0,1546.0,5653.0,3896.640864,8,2015,3,34
9.0,23,1,1,2,51,0.0,161.0,5.0,1133.0,3823.0,2623.342464,8,2015,1,34
12.0,441,0,9,0,51,0.0,531.0,11.0,3446.0,4910.0,4683.43296,9,2015,5,39
46.0,198,1,1,2,27,0.0,103.0,13.0,2197.0,3213.0,2804.4912,9,2015,1,39
45.0,58,0,10,0,64,0.0,352.0,17.0,5205.0,6555.0,6179.58,3,2016,2,13
16.0,43,1,10,2,6,0.0,,16.0,3855.0,4936.0,4778.052147,5,2015,2,19
40.0,55,1,6,0,44,0.0,,2.0,1538.0,3479.0,2664.8352,9,2015,2,39
25.0,70,0,10,2,97,0.0,353.0,14.0,1056.0,3785.0,2736.902784,8,2015,2,34
27.0,162,1,6,1,72,0.0,124.0,9.0,5854.0,8416.0,7192.7658,8,2015,1,34
10.0,23,1,7,2,11,0.0,348.0,6.0,1634.0,2247.0,2289.431034,8,2015,4,34
7.0,3,1,3,0,53,0.0,208.0,5.0,1875.0,2887.0,2573.612784,1,2016,1,4
23.0,58,1,5,1,93,0.0,226.0,10.0,3033.0,4006.0,3695.034112,9,2015,3,39
47.0,101,0,9,0,87,1.0,515.0,15.0,1342.0,1815.0,309.85342080000004,1,2016,3,1
28.0,358,0,9,3,26,0.0,567.0,7.0,2570.0,6794.0,5239.1493,8,2015,5,34
13.0,93,0,6,2,54,1.0,152.0,2.0,3091.0,4927.0,620.274672,3,2016,2,10
25.0,63,1,5,1,93,0.0,,12.0,4901.0,13623.0,9384.991616,5,2015,5,19
31.0,457,1,3,3,43,0.0,320.0,8.0,8613.0,14664.0,11891.216016,5,2015,4,19
32.0,469,1,6,2,96,0.0,192.0,11.0,3515.0,4965.0,4372.772096,9,2015,1,39
9.0,37,1,8,2,70,0.0,257.0,5.0,7486.0,10005.0,8916.8013,3,2016,1,13
14.0,470,1,6,0,30,0.0,179.0,7.0,2936.0,4734.0,4006.6383,5,2015,4,19
31.0,452,0,10,0,95,0.0,382.0,13.0,3478.0,4381.0,4254.450816,9,2015,5,39
30.0,268,0,3,2,60,1.0,210.0,14.0,919.0,3355.0,344.56728375,1,2016,2,1
25.0,55,0,2,0,40,0.0,101.0,6.0,2457.0,5563.0,4020.858275,3,2016,1,10
30.0,14,0,2,0,65,0.0,142.0,5.0,6784.0,8763.0,7840.1961,11,2015,3,47
16.0,192,1,1,0,44,0.0,108.0,6.0,2696.0,7359.0,5105.6334719999995,12,2015,4,49
24.0,74,0,9,0,6,0.0,540.0,7.0,2560.0,3832.0,3737.866176,9,2015,2,37
42.0,93,0,1,2,27,1.0,127.0,13.0,3320.0,5395.0,671.84019,3,2016,0,10
30.0,93,1,8,1,46,0.0,,4.0,6658.0,13376.0,10220.179536,8,2015,0,34
11.0,23,1,3,0,100,0.0,346.0,11.0,4214.0,7831.0,6231.6798,8,2015,4,34
41.0,191,0,4,2,74,1.0,264.0,15.0,3063.0,4576.0,607.2506549999999,10,2015,5,43
42.0,14,1,4,0,5,0.0,232.0,14.0,3221.0,4154.0,3924.2675340000005,9,2015,2,39
20.0,41,1,2,0,4,0.0,136.0,8.0,2564.0,4887.0,3864.0935520000003,9,2015,1,39
10.0,358,0,5,3,71,0.0,234.0,12.0,7866.0,11417.0,9788.1993,8,2015,2,34
22.0,452,0,5,2,94,1.0,266.0,11.0,5867.0,12385.2109375,1145.8664448,11,2015,2,47
31.0,416,0,1,1,91,0.0,157.0,16.0,1059.0,6191.0712890625,2643.408768,9,2015,1,39
46.0,446,0,2,0,59,0.0,105.0,5.0,4062.0,5589.0,4901.339376,10,2015,0,43
42.0,445,0,1,0,40,0.0,134.0,12.0,2826.0,4551.0,3740.824075,9,2015,5,39
24.0,151,1,2,0,100,0.0,104.0,6.0,650.0,4336.0,2540.03375,11,2015,4,47
30.0,74,1,2,0,19,0.0,109.0,,2631.0,4113.0,3482.6716979999997,9,2015,3,39
35.0,58,0,4,0,20,1.0,244.0,17.0,4526.0,5800.0,794.0887425,1,2016,2,1
3.0,3,1,4,0,8,0.0,226.0,16.0,3109.0,6069.0,4821.857766,3,2016,1,13
31.0,462,0,5,3,52,0.0,209.0,10.0,2947.0,5074.0,4196.479536,11,2015,4,47
21.0,10,1,10,3,87,1.0,391.0,14.0,1222.0,1876.0,287.1304128,11,2015,1,47
14.0,24,1,8,0,64,0.0,,4.0,4154.0,5346.0,4943.960999999999,9,2015,3,39
18.0,168,1,4,0,45,0.0,287.0,13.0,2100.0,2717.0,2681.358768,9,2015,2,39
44.0,452,0,9,2,18,1.0,,17.0,6521.0,8382.0,1199.90549745,11,2015,3,47
1.0,24,0,3,0,10,0.0,316.0,9.0,5537.0,7544.0,6861.703761,8,2015,6,33
11.0,113,1,3,0,64,0.0,214.0,12.0,1177.0,5138.0,3341.5371,8,2015,3,34
12.0,443,1,3,0,46,0.0,334.0,13.0,4367.0,6487.0,5731.144416,5,2015,5,19
10.0,447,0,3,0,4,0.0,205.0,7.0,3041.0,4063.0,,9,2015,3,39
7.0,469,1,4,0,30,0.0,276.0,13.0,7606.0,9045.0,8590.7892,3,2016,2,12
16.0,24,1,6,0,83,0.0,110.0,4.0,7045.0,9852.0,8438.588928,3,2016,4,12
21.0,116,0,6,0,89,0.0,130.0,5.0,4291.0,6390.0,5394.356352000001,3,2016,1,13
45.0,103,1,5,2,17,0.0,251.0,15.0,1941.0,7285.0,4870.432908,8,2015,3,34
18.0,256,1,3,0,25,0.0,251.0,9.0,2038.0,9776.0,6147.9117,8,2015,2,34
16.0,55,1,5,0,58,0.0,258.0,12.0,1191.0,3439.0,2559.2950079999996,8,2015,6,34
19.0,326,0,9,0,97,0.0,595.0,15.0,3861.0,5330.0,5122.547584,11,2014,0,45
18.0,70,1,1,2,53,1.0,103.0,10.0,1087.0,3207.0,335.660436,8,2015,5,34
45.0,55,1,2,0,78,0.0,123.0,,1396.0,2714.0,2158.0515,9,2015,1,39
45.0,23,0,1,2,26,0.0,120.0,14.0,605.0,1083.0,962.76705,8,2015,3,34
13.0,87,1,1,0,76,0.0,163.0,12.0,4521.0,7427.0,6082.7283,8,2015,6,33
27.0,268,1,8,2,24,0.0,298.0,9.0,1992.0,4479.0,3527.568975,3,2016,1,10
23.0,198,1,3,2,48,0.0,248.0,10.0,2172.0,2895.0,2766.212208,9,2015,1,39
22.0,115,1,4,0,64,0.0,,14.0,1755.0,2345.0,2270.9313,9,2015,3,39
11.0,450,1,7,0,7,0.0,263.0,7.0,2233.0,10149.0,6457.684167,3,2016,0,13
27.0,60,0,5,3,58,0.0,295.0,17.0,243.0,2355.0,1585.994256,3,2016,0,13
15.0,268,1,8,2,54,0.0,232.0,7.0,2163.0,8997.0,5778.688176,5,2015,2,19
34.0,283,1,7,0,43,1.0,262.0,14.0,1392.0,6576.0,633.6554832,12,2015,5,49
19.0,452,0,8,0,18,0.0,298.0,8.0,3609.0,5322.0,4766.593293,11,2014,0,46
36.0,113,0,1,0,34,0.0,166.0,9.0,2001.0,7431.0,4874.0244,3,2016,3,10
25.0,38,1,10,3,83,1.0,366.0,11.0,4084.0,8119.0,957.1472064,3,2016,1,13
12.0,0,1,2,0,34,0.0,117.0,5.0,2819.0,13080.0,8050.293825,3,2016,0,13
19.0,445,1,3,0,9,0.0,285.0,8.0,7174.0,10646.0,9201.209787,3,2016,0,13
9.0,350,0,6,1,34,0.0,,2.0,4994.0,8068.0,6636.676725,8,2015,2,34
10.0,52,1,6,2,82,0.0,167.0,11.0,833.0,4482.0,2786.705152,3,2016,1,13
35.0,132,1,7,0,64,0.0,256.0,11.0,323.0,519.0,670.6854,8,2015,5,34
29.0,23,1,3,2,84,0.0,341.0,8.0,2282.0,11697.0,7230.450304000001,9,2015,3,39
7.0,447,1,1,0,12,1.0,128.0,9.0,1666.0,4693.0,496.5043446,11,2015,3,45
5.0,113,0,7,0,12,0.0,337.0,17.0,1601.0,9878.0,6085.651374,3,2016,2,13
41.0,70,1,9,2,39,0.0,558.0,17.0,1620.0,4437.0,3582.670875,2,2016,3,5
24.0,416,0,4,1,38,0.0,257.0,17.0,2542.0,7380.0,5213.363925,8,2015,2,34
28.0,98,1,7,0,57,1.0,339.0,14.0,1214.0,2958.0,361.85719680000005,8,2015,1,34
10.0,24,0,8,0,87,1.0,210.0,6.0,5957.0,7477.0,1024.6834752,3,2016,1,10
34.0,294,1,8,2,26,0.0,226.0,9.0,1022.0,4478.0,2971.0338,9,2015,2,39
40.0,97,1,3,0,36,0.0,214.0,12.0,517.0,2568.0,1753.954125,8,2015,2,34
18.0,3,1,6,0,43,0.0,195.0,9.0,1231.0,2175.0,1887.3730079999998,12,2015,6,49
39.0,24,0,3,0,64,0.0,327.0,12.0,5513.0,7891.0,6966.6696,3,2016,4,10
50.0,320,1,7,0,20,1.0,311.0,,1290.0,8331.0,751.50444375,8,2015,1,34
38.0,104,0,2,0,87,0.0,118.0,8.0,1372.0,5153.0,3334.393216,5,2015,5,21
29.0,57,0,8,0,82,0.0,251.0,2.0,2417.0,6552.0,4668.195839999999,3,2016,6,9
17.0,0,1,8,0,6,0.0,221.0,7.0,2099.0,3958.0,3251.294838,5,2015,1,19
28.0,451,1,3,0,40,0.0,259.0,14.0,8640.0,11768.0,10241.550975,11,2015,5,47
6.0,471,0,10,2,85,0.0,399.0,12.0,2205.0,3513.0,3214.465408,12,2015,5,49
1.0,452,0,10,0,12,0.0,387.0,16.0,5893.0,7504.0,7095.510378,11,2015,2,47
34.0,152,1,8,0,68,0.0,294.0,6.0,9976.0,12960.0,11651.1912,11,2015,4,47
33.0,14,1,9,0,70,0.0,578.0,8.0,6986.0,9927.0,8950.8573,11,2015,4,47
12.0,24,0,9,0,49,0.0,531.0,6.0,3732.0,5952.0,5341.5041759999995,12,2015,6,49
39.0,24,1,10,0,50,0.0,376.0,12.0,4174.0,6363.0,5614.654752,8,2015,5,34
32.0,65,0,5,2,76,0.0,242.0,12.0,2819.0,4441.0,3837.5964,11,2015,6,44
33.0,3,0,4,0,51,0.0,209.0,13.0,2232.0,3467.0,3042.60192,9,2015,5,39
34.0,294,1,1,2,6,0.0,147.0,10.0,643.0,4152.0,2546.6453100000003,9,2015,1,39
38.0,403,1,3,0,96,0.0,287.0,10.0,2468.0,3901.0,3424.6446079999996,5,2015,2,19
44.0,55,0,5,0,87,0.0,268.0,10.0,1721.0,5104.0,3630.861696,1,2016,0,3
40.0,24,1,9,0,39,1.0,620.0,6.0,4484.0,6238.0,895.3889175,2,2016,5,7
40.0,441,1,9,0,14,0.0,642.0,16.0,3485.0,6047.0,5415.088436999999,8,2015,6,34
39.0,60,0,2,3,59,0.0,106.0,9.0,211.0,1550.0,980.9713439999999,3,2016,6,9
36.0,358,0,10,3,46,0.0,385.0,14.0,3687.0,12851.0,8610.120288,3,2016,2,10
36.0,24,0,10,0,37,0.0,362.0,16.0,2397.0,3109.0,3111.6015,8,2015,6,34
9.0,221,0,9,0,72,0.0,525.0,14.0,553.0,1009.0,1294.0191,3,2016,1,10
9.0,358,0,1,3,41,0.0,141.0,15.0,1926.0,11003.0,6572.86272,3,2016,2,13
23.0,166,1,1,0,32,0.0,170.0,11.0,1977.0,3274.0,2791.394025,3,2016,0,13
25.0,166,1,2,0,43,0.0,109.0,6.0,2677.0,3562.0,3209.695632,3,2016,0,13
12.0,137,1,2,0,97,0.0,136.0,8.0,703.0,2487.0,1707.335168,8,2015,1,34
38.0,320,0,1,0,21,0.0,145.0,12.0,1860.0,5149.0,,11,2014,0,45
4.0,14,1,3,0,81,1.0,238.0,5.0,4300.0,5844.0,785.4059136,8,2015,0,34
23.0,55,1,3,0,69,0.0,278.0,8.0,3215.0,6113.0,4896.2727,3,2016,1,13
41.0,11,1,1,3,95,0.0,140.0,11.0,264.0,733.0,629.84768,11,2015,3,46
5.0,452,1,10,0,55,0.0,354.0,11.0,5904.0,8924.0,7726.392576,8,2015,2,34
33.0,205,0,7,0,61,,342.0,17.0,2121.0,3310.0,3031.4988,9,2015,5,39
46.0,11,0,8,3,89,0.0,297.0,2.0,291.0,700.0,781.18656,9,2015,3,39
5.0,100,1,7,0,84,0.0,281.0,15.0,1928.0,2813.0,2616.827136,1,2016,0,1
41.0,188,1,2,0,39,0.0,102.0,5.0,2658.0,5341.0,4093.24125,3,2016,1,13
3.0,268,1,4,2,58,0.0,216.0,14.0,2958.0,4978.0,4162.746816,7,2015,4,30
14.0,55,1,6,0,35,0.0,172.0,1.0,4173.0,6141.0,5316.1962,5,2015,4,19
32.0,57,0,6,0,60,0.0,118.0,10.0,2470.0,5133.0,3835.02575,1,2016,1,1
7.0,24,1,4,0,58,0.0,224.0,15.0,7932.0,10851.0,9567.960624,3,2016,0,13
42.0,73,1,4,0,64,0.0,243.0,14.0,992.0,1402.0,1427.2632,5,2015,2,19
34.0,23,0,9,1,66,0.0,560.0,17.0,2355.0,4191.0,3800.1744,9,2015,1,39
33.0,443,0,1,0,25,0.0,146.0,8.0,4301.0,6255.0,5414.64945,2,2016,6,5
17.0,39,0,4,3,83,0.0,265.0,16.0,4692.0,14392.0,9680.829312,8,2015,2,34
31.0,192,1,10,0,29,0.0,394.0,17.0,441.0,7812.0,4516.2012,3,2016,6,12
17.0,55,1,10,0,64,0.0,398.0,12.0,973.0,2079.0,1906.5717,8,2015,4,34
34.0,358,0,8,3,27,0.0,284.0,4.0,3602.0,13582.0,8857.2414,5,2015,2,19
30.0,165,0,2,0,93,0.0,119.0,9.0,3193.0,4651.0,3986.288768,5,2015,4,19
20.0,211,1,5,0,22,0.0,259.0,,6254.0,9027.0,7888.13025,12,2015,2,49
22.0,113,1,1,0,94,0.0,130.0,9.0,945.0,6043.0,3574.9091840000006,2,2016,4,5
27.0,65,1,5,2,52,1.0,268.0,10.0,2877.0,5324.0,651.692304,11,2015,1,46
41.0,452,0,7,0,25,0.0,304.0,6.0,4126.0,6070.0,5391.54735,5,2015,3,19
23.0,11,1,9,3,65,0.0,459.0,7.0,590.0,1237.0,1359.4086,5,2015,4,19
50.0,103,1,7,2,88,0.0,341.0,16.0,9486.0,13922.0,11890.012288,11,2015,2,47
38.0,268,0,10,2,55,1.0,381.0,11.0,1809.0,3527.0,454.8596472,3,2016,0,10
20.0,55,0,8,0,90,0.0,256.0,7.0,1753.0,3689.0,2936.00384,9,2015,5,39
26.0,452,0,4,0,42,0.0,268.0,15.0,4442.0,5460.0,5192.980847999999,2,2016,1,8
23.0,152,1,9,0,37,0.0,513.0,15.0,1221.0,1651.0,1946.272125,9,2015,2,39
28.0,469,1,9,0,36,0.0,455.0,8.0,6299.0,9197.0,8188.677,3,2016,5,11
23.0,358,1,3,3,22,0.0,209.0,9.0,7106.0,16324.0,11904.70365,3,2016,0,13
36.0,444,0,9,1,77,0.0,566.0,10.0,4519.0,6045.0,5794.7472,8,2015,5,34
20.0,55,0,3,0,1,0.0,340.0,10.0,1023.0,3697.0,2702.0897640000003,9,2015,2,39
34.0,94,1,7,0,70,0.0,330.0,16.0,1788.0,13170.0,7742.7603,3,2016,6,12
24.0,242,1,1,0,7,0.0,101.0,5.0,2499.0,3680.0,3191.720796,10,2014,3,44
38.0,452,0,2,0,2,1.0,117.0,6.0,3708.0,5539.0,711.41935095,2,2016,5,5
9.0,186,0,9,2,3,0.0,522.0,7.0,2127.0,3281.0,3227.567211,10,2015,4,43
15.0,58,0,5,0,11,0.0,209.0,15.0,4696.0,6654.0,5891.920749,3,2016,0,10
26.0,460,0,1,3,55,0.0,167.0,8.0,983.0,1473.0,1387.0457279999998,8,2015,6,33
17.0,294,1,4,2,7,0.0,267.0,13.0,2148.0,6556.0,4624.197534,3,2016,1,13
40.0,447,1,6,0,71,0.0,113.0,7.0,5357.0,10190.0,7813.0206,11,2015,3,47
4.0,358,1,3,3,3,0.0,340.0,14.0,3798.0,14326.0,9413.748531000001,5,2015,4,19
29.0,186,1,8,0,17,0.0,227.0,9.0,2599.0,3195.0,3126.297339,12,2015,4,49
20.0,443,0,8,0,22,0.0,296.0,3.0,8679.0,11936.0,10580.073525,11,2015,3,47
1.0,30,1,8,0,37,0.0,281.0,5.0,1457.0,4530.0,3267.81,3,2016,0,13
47.0,175,1,5,0,81,1.0,288.0,11.0,9948.0,14478.0,1850.1333312,3,2016,6,12
41.0,101,1,7,0,94,0.0,283.0,8.0,1266.0,1912.0,1846.294912,1,2016,2,1
47.0,165,1,7,0,60,0.0,302.0,9.0,4495.0,6853.0,5846.535025,3,2016,6,11
29.0,58,0,9,0,52,1.0,538.0,16.0,4612.0,6347.0,898.1552808,3,2016,5,9
34.0,358,1,6,3,65,0.0,125.0,7.0,4099.0,11033.0,7619.3369999999995,3,2016,3,10
39.0,24,1,7,0,47,0.0,254.0,11.0,7410.0,10060.0,8941.018896,3,2016,0,13
2.0,11,1,4,3,70,0.0,235.0,16.0,319.0,880.0,827.1054,9,2015,4,39
21.0,115,1,3,0,54,0.0,310.0,13.0,1680.0,2222.0,2249.053344,8,2015,5,34
19.0,462,1,10,3,76,0.0,350.0,16.0,828.0,1161.0,1332.6291,3,2016,1,10
2.0,62,0,8,0,43,0.0,219.0,2.0,2775.0,6840.0,4995.284256,2,2016,2,8
32.0,93,0,2,2,90,0.0,129.0,5.0,4165.0,13714.0,8942.319232,11,2015,1,47
29.0,451,0,10,0,89,0.0,362.0,11.0,5018.0,6315.0,5947.829888,9,2015,1,39
19.0,100,0,1,0,18,1.0,115.0,13.0,2024.0,2827.0,381.50934525,9,2015,5,39
26.0,89,1,5,3,52,0.0,274.0,13.0,753.0,1980.0,1631.769408,3,2016,1,13
37.0,14,0,6,0,77,0.0,184.0,3.0,4402.0,6413.0,5537.1888,3,2016,1,13
4.0,68,0,1,0,10,0.0,156.0,9.0,880.0,3049.0,2122.057773,9,2015,2,39
49.0,115,0,5,0,9,1.0,290.0,17.0,1435.0,2035.0,304.16208075,1,2016,6,2
22.0,23,1,10,2,61,0.0,374.0,11.0,1969.0,5302.0,3973.365,3,2016,1,13
42.0,471,0,4,2,74,0.0,250.0,16.0,2210.0,3261.0,2959.9812,3,2016,5,10
34.0,358,1,8,3,78,0.0,223.0,8.0,3942.0,13114.0,8670.2418,8,2015,2,34
34.0,58,1,4,1,42,0.0,294.0,15.0,3022.0,4113.0,3842.1021600000004,9,2015,5,39
49.0,8,1,10,0,88,0.0,356.0,17.0,2779.0,4241.0,3816.213632,2,2015,5,6
2.0,65,0,8,2,91,0.0,272.0,3.0,2763.0,4648.0,3921.3180159999997,1,2016,1,2
49.0,23,0,10,1,80,0.0,367.0,15.0,3414.0,5016.0,4485.0828,9,2015,1,39
15.0,358,0,6,3,87,0.0,185.0,8.0,2137.0,8397.0,5377.640576,9,2015,4,39
2.0,268,1,1,2,91,1.0,155.0,10.0,2842.0,5010.0,603.9160512,5,2015,4,19
44.0,256,1,8,0,22,0.0,285.0,2.0,2873.0,6511.0,4965.49515,3,2015,6,9
33.0,452,1,2,0,45,0.0,110.0,8.0,3995.0,5369.0,4765.0572,4,2015,3,14
38.0,452,0,4,0,79,0.0,252.0,13.0,5329.0,6871.0,6296.3307,12,2015,6,49
30.0,320,1,2,0,59,1.0,132.0,5.0,6421.0,19515.0,1953.3897792,3,2016,6,11
48.0,23,0,1,0,1,0.0,154.0,7.0,1772.0,3454.0,2768.5531170000004,9,2015,1,39
39.0,23,1,8,2,67,0.0,236.0,1.0,1721.0,4934.0,3528.1917,9,2015,2,39
8.0,23,1,9,2,15,0.0,476.0,7.0,,4004.0,3417.2182439999997,5,2015,2,21
19.0,44,1,3,1,29,0.0,300.0,8.0,7746.0,12043.0,10176.91395,5,2015,2,21
43.0,469,1,4,2,64,0.0,281.0,12.0,3298.0,4592.0,4188.4227,8,2015,6,34
41.0,250,1,7,0,7,0.0,339.0,12.0,878.0,1838.0,1698.460137,9,2015,2,39
30.0,137,1,7,0,30,0.0,303.0,12.0,1356.0,2824.0,2389.521225,8,2015,4,34
6.0,106,1,1,0,99,0.0,133.0,6.0,560.0,6448.0,3586.69696,3,2016,0,13
26.0,146,0,7,2,88,0.0,313.0,9.0,1751.0,2476.0,2393.43104,9,2015,1,39
25.0,224,1,3,0,36,0.0,311.0,11.0,1709.0,6311.0,4314.596475,3,2016,1,13
35.0,198,0,2,2,59,0.0,119.0,7.0,3816.0,5225.0,4612.946976,5,2015,2,19
41.0,320,0,1,0,23,0.0,110.0,14.0,9091.0,17992.0,13636.28385,3,2016,2,11
22.0,45,1,5,1,32,1.0,250.0,17.0,1430.0,4192.0,458.7173325,9,2015,2,39
31.0,198,1,7,0,69,0.0,254.0,8.0,2152.0,3078.0,2842.3791,9,2015,3,39
1.0,162,1,8,1,58,0.0,287.0,8.0,6584.0,10057.0,8559.029376,3,2016,6,11
35.0,65,1,3,2,14,0.0,234.0,11.0,3571.0,4979.0,4513.24863,8,2015,4,34
17.0,104,0,5,0,64,0.0,230.0,,1518.0,6504.0,4203.7479,5,2015,1,19
35.0,93,1,4,2,38,1.0,223.0,13.0,3537.0,5230.0,690.100425,2,2016,3,5
11.0,452,0,9,0,90,0.0,,12.0,3130.0,4188.0,4084.7107840000003,9,2015,5,39
17.0,268,1,4,2,79,0.0,212.0,16.0,2838.0,8766.0,5963.0472,8,2015,1,34
40.0,246,1,8,0,34,0.0,211.0,3.0,1442.0,6859.0,4351.843125,3,2016,1,13
46.0,58,1,8,0,55,0.0,299.0,2.0,6595.0,9217.0,8154.057887999999,3,2016,6,12
11.0,62,1,10,0,4,0.0,380.0,16.0,,12830.0,8331.86673,5,2015,5,19
1.0,358,1,6,3,34,0.0,143.0,8.0,3427.0,6989.0,5341.782075,9,2015,1,39
8.0,23,1,2,2,37,0.0,103.0,,783.0,2786.0,1884.028125,8,2015,2,34
43.0,294,0,6,2,100,1.0,165.0,11.0,3023.0,6534.0,725.611935,3,2016,3,10
25.0,235,0,8,0,19,0.0,286.0,5.0,2035.0,6880.0,4745.255427,3,2016,2,13
26.0,443,0,6,0,4,0.0,178.0,10.0,3553.0,5093.0,4504.869468,8,2015,5,34
19.0,452,1,1,0,99,0.0,120.0,13.0,4778.0,10353.6962890625,5613.228544,5,2015,5,19
40.0,63,1,1,1,28,0.0,159.0,6.0,1233.0,6741.234375,2917.34835,8,2015,4,34
19.0,55,0,2,0,8,0.0,100.0,8.0,3473.0,4912.0,4295.420415,3,2016,1,11
47.0,83,1,4,1,19,0.0,216.0,14.0,4241.0,8894.0,6792.010731,3,2016,1,13
38.0,358,1,5,3,87,1.0,283.0,15.0,3555.0,15524.0,1454.2739904,11,2015,1,46
46.0,188,0,3,0,33,0.0,206.0,14.0,4146.0,6231.0,5388.2556,3,2016,0,13
28.0,14,0,10,0,42,0.0,361.0,13.0,2879.0,4217.0,3888.562896,9,2015,2,39
16.0,3,0,4,0,31,0.0,216.0,14.0,3348.0,5235.0,4502.226225,3,2016,2,13
27.0,389,1,3,1,35,0.0,212.0,7.0,1778.0,3618.0,2904.610275,8,2015,4,34
38.0,443,1,2,0,47,0.0,138.0,6.0,4588.0,6401.0,5599.73088,5,2015,5,19
31.0,3,1,5,0,5,1.0,256.0,14.0,1570.0,2954.0,378.13768245,1,2016,3,1
24.0,205,0,5,0,50,0.0,292.0,10.0,2947.0,4269.0,3878.626896,2,2016,2,8
